route,family,inbound,outgoing,depth,pagerank,title,h1,canonical
"/","homepage","24734","104","0","0.03929743813710509","Salary After Tax Calculator UK &amp; US | Take-Home Pay","Salary After Tax Calculator","https://aftertaxtool.com/"
"/tax-assumptions.html","authority/trust/guide","22671","12","1","0.030555505659557454","Tax Assumptions | AfterTaxTool Salary Estimate Notes","Tax Assumptions Used Across AfterTaxTool","https://aftertaxtool.com/tax-assumptions.html"
"/methodology.html","authority/trust/guide","22670","15","1","0.030508488726111595","Methodology | How AfterTaxTool Calculates Salary After Tax","How AfterTaxTool Calculates Salary After Tax","https://aftertaxtool.com/methodology.html"
"/about.html","authority/trust/guide","22523","12","1","0.030255951258805508","About AfterTaxTool | Salary After Tax and Take-Home Pay Guides","About AfterTaxTool","https://aftertaxtool.com/about.html"
"/editorial-standards.html","authority/trust/guide","22523","10","1","0.030255951258805508","Editorial Standards | AfterTaxTool Maintenance and QA","Editorial Standards and Site Maintenance","https://aftertaxtool.com/editorial-standards.html"
"/salary-after-tax-us.html","core hub","23727","219","1","0.027324344035162023","Salary After Tax US | Take-Home Pay Hub","Salary After Tax in the United States","https://aftertaxtool.com/salary-after-tax-us.html"
"/gross-vs-net-pay.html","authority/trust/guide","18472","25","1","0.023634167279288545","Gross vs Net Pay | Salary, Take-Home Pay and Deductions Explained","Gross vs Net Pay","https://aftertaxtool.com/gross-vs-net-pay.html"
"/monthly-budget-calculator.html","calculator/decision/support","18958","23","1","0.022473651128614318","Monthly Budget Calculator | Take-Home Pay and Cash-Flow Planner","Monthly Budget Calculator","https://aftertaxtool.com/monthly-budget-calculator.html"
"/salary-after-tax-by-state.html","core hub","21270","208","1","0.019798529497787636","Salary After Tax by State | US Take-Home Pay Guide","Salary After Tax by State","https://aftertaxtool.com/salary-after-tax-by-state.html"
"/salary-after-tax-uk.html","core hub","1400","74","1","0.018074196741498735","Salary After Tax UK | Take-Home Pay Hub","Salary After Tax UK","https://aftertaxtool.com/salary-after-tax-uk.html"
"/us-state-tax-explained.html","authority/trust/guide","18529","23","1","0.015588372715654143","US State Tax Explained | Why Take-Home Pay Differs by State","US State Tax Explained","https://aftertaxtool.com/us-state-tax-explained.html"
"/payslip-explained.html","authority/trust/guide","22","19","2","0.01144194761160763","Payslip Explained | Deductions, Tax and Take-Home Pay","Payslip Explained","https://aftertaxtool.com/payslip-explained.html"
"/salary-guides.html","core hub","836","77","1","0.01112811452140795","Salary Guides | UK and US Take-Home Pay","Salary Guides – UK and US Income Examples","https://aftertaxtool.com/salary-guides.html"
"/planning-calculators.html","core hub","20934","47","1","0.011083137124311828","Planning Calculators | Salary, Housing and Budget Tools","Planning Calculators","https://aftertaxtool.com/planning-calculators.html"
"/salary-tax-calculator-uk.html","calculator/decision/support","523","41","1","0.008168735474604763","Salary Tax Calculator UK | Take-Home Pay Hub","Salary Tax Calculator UK","https://aftertaxtool.com/salary-tax-calculator-uk.html"
"/monthly-pay-after-tax-calculator.html","calculator/decision/support","636","31","1","0.007203412166025413","Monthly Pay After Tax Calculator | Estimate Monthly Take-Home Pay","Monthly Pay After Tax Calculator","https://aftertaxtool.com/monthly-pay-after-tax-calculator.html"
"/take-home-pay-after-housing-calculator.html","calculator/decision/support","13910","22","1","0.006914189750580387","Take-Home Pay After Housing Calculator | Disposable Income","Take-Home Pay After Housing Calculator","https://aftertaxtool.com/take-home-pay-after-housing-calculator.html"
"/cost-of-living-comparison-calculator.html","calculator/decision/support","10922","25","1","0.006790512321916844","Cost of Living Comparison Calculator | Take-Home Pay by Location","Cost of Living Comparison Calculator","https://aftertaxtool.com/cost-of-living-comparison-calculator.html"
"/understanding-paycheck-deductions.html","calculator/decision/support","13923","9","1","0.006657780972812249","Paycheck Deductions Explained","Understanding Paycheck Deductions","https://aftertaxtool.com/understanding-paycheck-deductions.html"
"/how-state-income-tax-affects-paychecks.html","calculator/decision/support","12744","9","1","0.006490971573871671","State Income Tax and Paychecks","How State Income Tax Affects Paychecks","https://aftertaxtool.com/how-state-income-tax-affects-paychecks.html"
"/how-take-home-pay-is-calculated.html","other","12724","9","1","0.006444985214915575","How Take-Home Pay Is Calculated","How Take-Home Pay Is Calculated","https://aftertaxtool.com/how-take-home-pay-is-calculated.html"
"/uk-income-tax-explained.html","authority/trust/guide","750","13","2","0.006082974642998106","UK Income Tax Explained | Salary After Tax","UK Income Tax Explained","https://aftertaxtool.com/uk-income-tax-explained.html"
"/why-salary-after-tax-differs-by-state.html","other","13944","9","1","0.005788382288752367","Why Salary After Tax Differs by State","Why Salary After Tax Differs by State","https://aftertaxtool.com/why-salary-after-tax-differs-by-state.html"
"/salary-vs-cost-of-living-by-state.html","other","12743","9","2","0.004889750006363555","Salary vs Cost of Living by State","Salary vs Cost of Living by State","https://aftertaxtool.com/salary-vs-cost-of-living-by-state.html"
"/job-offer-calculator.html","calculator/decision/support","115","30","1","0.004792569233438507","Job Offer Calculator | After-Tax Offer Comparison","Job Offer Calculator","https://aftertaxtool.com/job-offer-calculator.html"
"/six-figure-salary-planning-guide.html","authority/trust/guide","12732","10","2","0.004651524253928684","Six-Figure Salary Planning Guide","Six-Figure Salary Planning Guide","https://aftertaxtool.com/six-figure-salary-planning-guide.html"
"/high-income-tax-planning-guide.html","authority/trust/guide","12721","10","2","0.004288866286879874","High-Income Tax Planning Guide","High-Income Tax Planning Guide","https://aftertaxtool.com/high-income-tax-planning-guide.html"
"/job-offer-after-tax-calculator.html","calculator/decision/support","56","22","1","0.0041126578598101255","Job Offer After Tax Calculator | Net Offer Comparison","Job Offer After Tax Calculator","https://aftertaxtool.com/job-offer-after-tax-calculator.html"
"/salary-change-affordability-calculator.html","calculator/decision/support","56","22","1","0.0041126578598101255","Salary Change Affordability Calculator | After-Tax Budget Impact","Salary Change Affordability Calculator","https://aftertaxtool.com/salary-change-affordability-calculator.html"
"/affordability-calculator.html","calculator/decision/support","31","22","1","0.003796644825276372","Affordability Calculator | Income, Housing and Monthly Costs","Affordability Calculator","https://aftertaxtool.com/affordability-calculator.html"
"/high-salary-budgeting.html","other","124","44","1","0.003772713545663392","High-Salary Budgeting | Upper-Income Take-Home Pay Planning","High-Salary Budgeting","https://aftertaxtool.com/high-salary-budgeting.html"
"/tax-efficient-salary-planning.html","other","1217","20","2","0.0034676792350978197","Tax-Efficient Salary Planning | Practical Take-Home Pay Strategies","Tax-Efficient Salary Planning","https://aftertaxtool.com/tax-efficient-salary-planning.html"
"/salary-increase-calculator.html","calculator/decision/support","115","37","1","0.003376920869147685","Salary Increase Calculator | After-Tax Pay Rise Estimate","Salary Increase Calculator","https://aftertaxtool.com/salary-increase-calculator.html"
"/high-income-salary-after-tax.html","other","5269","42","2","0.0033376104631908706","High-Income Salary After Tax | Upper-Income Take-Home Pay Guide","High-Income Salary After Tax","https://aftertaxtool.com/high-income-salary-after-tax.html"
"/salary-vs-cost-of-living.html","other","1519","29","1","0.0032909668683742534","Salary vs Cost of Living | Why Take-Home Pay Feels Different","Salary vs Cost of Living","https://aftertaxtool.com/salary-vs-cost-of-living.html"
"/relocation-salary-calculator.html","calculator/decision/support","640","24","1","0.002857844722666384","Relocation Salary Calculator | Compare Pay and Cost of Living","Relocation Salary Calculator","https://aftertaxtool.com/relocation-salary-calculator.html"
"/50000-salary-after-tax-uk.html","state annual salary","51","15","1","0.0027619461324894755","&pound;50,000 Salary After Tax UK | Take-Home Pay","&pound;50,000 After Tax UK","https://aftertaxtool.com/50000-salary-after-tax-uk.html"
"/take-home-pay-uk.html","core hub","300","48","1","0.002655223762500279","Take Home Pay UK | Salary After Tax Guide","Take Home Pay UK 2026","https://aftertaxtool.com/take-home-pay-uk.html"
"/high-income-tax-explained.html","authority/trust/guide","1540","24","2","0.0026103307382174534","High-Income Tax Explained | Why Take-Home Pay Compresses","High-Income Tax Explained","https://aftertaxtool.com/high-income-tax-explained.html"
"/compare-salary-after-tax.html","calculator/decision/support","64","44","1","0.0024598959344799116","Compare salaries after tax and take-home pay | AfterTaxTool","Compare Salary After Tax","https://aftertaxtool.com/compare-salary-after-tax.html"
"/job-offer-salary-calculators.html","calculator/decision/support","64","34","1","0.0024598959344799116","Job offer salary calculators and decision tools | AfterTaxTool","Job Offer Salary Calculators","https://aftertaxtool.com/job-offer-salary-calculators.html"
"/salary-change-calculator.html","calculator/decision/support","64","34","1","0.0024598959344799116","Salary Change Calculator | After-Tax Pay Difference","Salary Change Calculator","https://aftertaxtool.com/salary-change-calculator.html"
"/salary-decision-guides.html","authority/trust/guide","64","38","1","0.0024598959344799116","Salary decision guides for job offers and pay rises | AfterTaxTool","Salary Decision Guides","https://aftertaxtool.com/salary-decision-guides.html"
"/paycheck-deductions-calculator.html","calculator/decision/support","39","36","1","0.002328918630980155","Paycheck Deductions Calculator | AfterTaxTool","Paycheck Deductions Calculator","https://aftertaxtool.com/paycheck-deductions-calculator.html"
"/paycheck-explainer-center.html","calculator/decision/support","39","38","1","0.002328918630980155","Paycheck Explainer Center | AfterTaxTool","Paycheck Explainer Center","https://aftertaxtool.com/paycheck-explainer-center.html"
"/payroll-deduction-guides.html","calculator/decision/support","39","43","1","0.002328918630980155","Payroll Deduction Guides | AfterTaxTool","Payroll Deduction Guides","https://aftertaxtool.com/payroll-deduction-guides.html"
"/take-home-pay-deductions.html","calculator/decision/support","39","39","1","0.002328918630980155","Take-Home Pay Deductions | AfterTaxTool","Take-Home Pay Deductions","https://aftertaxtool.com/take-home-pay-deductions.html"
"/six-figure-salary-after-tax.html","other","82","31","1","0.002324606784630661","Six-Figure Salary After Tax | 100k+ Take-Home Pay Guide","Six-Figure Salary After Tax","https://aftertaxtool.com/six-figure-salary-after-tax.html"
"/mortgage-affordability-calculator.html","calculator/decision/support","14","24","2","0.0022741180044103994","Mortgage Affordability Calculator | Salary and Housing Costs","Mortgage Affordability Calculator","https://aftertaxtool.com/mortgage-affordability-calculator.html"
"/salary-after-tax-monthly-us.html","state hub","791","22","1","0.002165703743983491","Salary After Tax Monthly US (2026) – Monthly Take-Home Pay Guide","Salary After Tax Monthly US (2026)","https://aftertaxtool.com/salary-after-tax-monthly-us.html"
"/30000-salary-after-tax-uk.html","state annual salary","45","14","2","0.002147651428217924","&pound;30,000 Salary After Tax UK | Take-Home Pay","&pound;30,000 After Tax UK","https://aftertaxtool.com/30000-salary-after-tax-uk.html"
"/salary-after-tax-weekly-us.html","state hub","797","42","1","0.002146826944084363","Salary After Tax Weekly US – Compare Weekly Take-Home Pay in America","Salary After Tax Weekly US","https://aftertaxtool.com/salary-after-tax-weekly-us.html"
"/salary-after-tax-california.html","state hub","515","80","1","0.0020962808655348025","Salary After Tax California – Compare Take-Home Pay in CA","Salary After Tax California","https://aftertaxtool.com/salary-after-tax-california.html"
"/rent-affordability-calculator.html","calculator/decision/support","11","15","2","0.0020729244490434924","Rent Affordability Calculator | Salary and Take-Home Pay","Rent Affordability Calculator","https://aftertaxtool.com/rent-affordability-calculator.html"
"/salary-after-tax-new-york.html","state hub","515","78","1","0.0020567697134017716","Salary After Tax New York – Compare Take-Home Pay in NY","Salary After Tax New York","https://aftertaxtool.com/salary-after-tax-new-york.html"
"/100000-salary-after-tax-uk.html","state annual salary","38","16","1","0.002056098406387547","&pound;100,000 Salary After Tax UK | Take-Home Pay","&pound;100,000 After Tax UK","https://aftertaxtool.com/100000-salary-after-tax-uk.html"
"/salary-after-tax-texas.html","state hub","512","78","1","0.0020502631146512374","Salary After Tax Texas – Compare Take-Home Pay in TX","Salary After Tax Texas","https://aftertaxtool.com/salary-after-tax-texas.html"
"/high-income-by-state.html","other","100","21","1","0.0019617848002598877","High Income by State | Salary After Tax State Comparison Guide","High Income by State","https://aftertaxtool.com/high-income-by-state.html"
"/total-compensation-calculator.html","calculator/decision/support","69","39","1","0.001945016660274195","Total Compensation Calculator | AfterTaxTool","Total Compensation Calculator","https://aftertaxtool.com/total-compensation-calculator.html"
"/credit-readiness-resources.html","other","9","9","2","0.0019390926639138819","Credit Readiness Resources | Income, Affordability and Credit Profile","Income, Affordability and Credit Readiness","https://aftertaxtool.com/credit-readiness-resources.html"
"/40000-salary-after-tax-uk.html","state annual salary","26","15","1","0.0019196135487394594","&pound;40,000 Salary After Tax UK | Take-Home Pay","&pound;40,000 After Tax UK","https://aftertaxtool.com/40000-salary-after-tax-uk.html"
"/90000-salary-after-tax-uk.html","state annual salary","35","21","1","0.0018722339891833217","&pound;90,000 Salary After Tax UK | Take-Home Pay","&pound;90,000 Salary After Tax UK","https://aftertaxtool.com/90000-salary-after-tax-uk.html"
"/take-home-pay-after-housing-costs.html","other","15","24","2","0.0018336456436870336","Take-Home Pay After Housing Costs | Disposable Income Guide","Take-Home Pay After Housing Costs","https://aftertaxtool.com/take-home-pay-after-housing-costs.html"
"/50000-after-tax-monthly.html","monthly salary","21","18","1","0.0018156070032164116","&pound;50,000 After Tax Monthly UK | Net Pay","£50,000 After Tax Monthly UK","https://aftertaxtool.com/50000-after-tax-monthly.html"
"/raise-after-tax-calculator.html","calculator/decision/support","70","33","1","0.001801479127375936","Raise After Tax Calculator | Net Raise Estimate","Raise After Tax Calculator","https://aftertaxtool.com/raise-after-tax-calculator.html"
"/pension-salary-sacrifice-explained.html","calculator/decision/support","16","23","2","0.0017446701574789728","Pension Salary Sacrifice Explained | UK Take-Home Pay and Tax Planning","Pension Salary Sacrifice Explained","https://aftertaxtool.com/pension-salary-sacrifice-explained.html"
"/60000-salary-after-tax-uk.html","state annual salary","35","16","1","0.0016642317681974086","&pound;60,000 Salary After Tax UK | Take-Home Pay","&pound;60,000 After Tax UK","https://aftertaxtool.com/60000-salary-after-tax-uk.html"
"/emergency-fund-calculator.html","calculator/decision/support","8","11","2","0.0016479985756702382","Emergency Fund Calculator | Essential Cost Savings Target","Emergency Fund Calculator","https://aftertaxtool.com/emergency-fund-calculator.html"
"/debt-to-income-calculator.html","calculator/decision/support","7","12","2","0.001609204415437703","Debt-to-Income Calculator | Monthly Debt and Budget Pressure","Debt-to-Income Calculator","https://aftertaxtool.com/debt-to-income-calculator.html"
"/why-your-paycheck-is-different.html","calculator/decision/support","3","14","1","0.0015690285776892455","Why Your Paycheck Is Different from a Calculator | US Guide","Why Your Paycheck Is Different from a Calculator","https://aftertaxtool.com/why-your-paycheck-is-different.html"
"/compensation-package-planning.html","calculator/decision/support","40","44","1","0.0015466403926635397","Compensation Package Planning | AfterTaxTool","Compensation Package Planning","https://aftertaxtool.com/compensation-package-planning.html"
"/employee-benefits-calculators.html","calculator/decision/support","40","35","1","0.0015466403926635397","Employee Benefits Calculators | AfterTaxTool","Employee Benefits Calculators","https://aftertaxtool.com/employee-benefits-calculators.html"
"/total-compensation-guides.html","calculator/decision/support","40","45","1","0.0015466403926635397","Total Compensation Guides | AfterTaxTool","Total Compensation Guides","https://aftertaxtool.com/total-compensation-guides.html"
"/50000-after-tax-weekly.html","weekly salary","17","12","1","0.0015406896222042669","&pound;50,000 After Tax Weekly UK | Net Pay","&pound;50,000 After Tax Weekly UK","https://aftertaxtool.com/50000-after-tax-weekly.html"
"/student-loan-impact-on-take-home-pay.html","other","9","21","2","0.0014591447990429524","Student Loan Impact on Take-Home Pay | UK Salary Deductions Explained","Student Loan Impact on Take-Home Pay","https://aftertaxtool.com/student-loan-impact-on-take-home-pay.html"
"/salary-after-tax-illinois.html","state hub","312","66","1","0.0014078655787265778","Salary After Tax Illinois | Illinois Take-Home Pay Guide","Salary After Tax Illinois","https://aftertaxtool.com/salary-after-tax-illinois.html"
"/savings-rate-calculator.html","calculator/decision/support","6","12","2","0.0014011870440866134","Savings Rate Calculator | Take-Home Pay Planning Tool","Savings Rate Calculator","https://aftertaxtool.com/savings-rate-calculator.html"
"/salary-after-tax-50000-100000-us.html","other","208","46","2","0.0013416793873337312","$50,000 to $100,000 Salary After Tax US – Compare Take-Home Pay","$50,000 to $100,000 Salary After Tax US","https://aftertaxtool.com/salary-after-tax-50000-100000-us.html"
"/salary-after-tax-faq.html","state hub","195","13","2","0.0013240494261673255","Salary After Tax FAQ | UK Take-Home Pay","Salary After Tax FAQ","https://aftertaxtool.com/salary-after-tax-faq.html"
"/60000-after-tax-monthly.html","monthly salary","18","18","1","0.0013137841750491736","&pound;60,000 After Tax Monthly UK | Net Pay","£60,000 After Tax Monthly UK","https://aftertaxtool.com/60000-after-tax-monthly.html"
"/salary-to-hourly.html","calculator/decision/support","208","26","1","0.0013049430267754623","Salary to Hourly Calculator UK and US","Salary to Hourly Calculator","https://aftertaxtool.com/salary-to-hourly.html"
"/70000-salary-after-tax-us.html","state annual salary","57","18","1","0.0013005342919542823","$70,000 Salary After Tax US | Take-Home Pay","$70,000 Salary After Tax in the US","https://aftertaxtool.com/70000-salary-after-tax-us.html"
"/commuting-cost-vs-salary-increase.html","calculator/decision/support","38","22","2","0.0012948915184036816","Commuting Cost vs Salary Increase | Job Offer Tradeoff","Commuting Cost vs Salary Increase","https://aftertaxtool.com/commuting-cost-vs-salary-increase.html"
"/should-i-take-a-higher-paying-job.html","other","38","22","2","0.0012948915184036816","Should I Take a Higher Paying Job? | After-Tax Decision Guide","Should I Take a Higher Paying Job?","https://aftertaxtool.com/should-i-take-a-higher-paying-job.html"
"/salary-after-tax-massachusetts.html","state hub","548","139","2","0.001287736172396403","Massachusetts Salary After Tax | State Take-Home Pay Guide","Massachusetts Salary After Tax","https://aftertaxtool.com/salary-after-tax-massachusetts.html"
"/salary-after-tax-new-jersey.html","state hub","548","139","2","0.001287736172396403","New Jersey Salary After Tax | State Take-Home Pay Guide","New Jersey Salary After Tax","https://aftertaxtool.com/salary-after-tax-new-jersey.html"
"/salary-after-tax-georgia.html","state hub","548","140","2","0.0012874810181806571","Georgia Salary After Tax | State Take-Home Pay Guide","Georgia Salary After Tax","https://aftertaxtool.com/salary-after-tax-georgia.html"
"/salary-after-tax-washington.html","state hub","548","140","2","0.0012874810181806571","Washington Salary After Tax | State Take-Home Pay Guide","Washington Salary After Tax","https://aftertaxtool.com/salary-after-tax-washington.html"
"/salary-after-tax-pennsylvania.html","state hub","548","141","2","0.0012872295821473854","Pennsylvania Salary After Tax | State Take-Home Pay Guide","Pennsylvania Salary After Tax","https://aftertaxtool.com/salary-after-tax-pennsylvania.html"
"/salary-after-tax-florida.html","state hub","504","81","1","0.0012768649519979563","Salary After Tax Florida (2026) | Take-Home Pay Guide","Salary After Tax in Florida (2026)","https://aftertaxtool.com/salary-after-tax-florida.html"
"/us-income-tax-explained.html","authority/trust/guide","783","31","2","0.0012611216277012833","US Income Tax Explained | Salary Guide","US Income Tax Explained (2026)","https://aftertaxtool.com/us-income-tax-explained.html"
"/100000-salary-after-tax-us.html","state annual salary","56","30","1","0.0012574753162063615","$100,000 Salary After Tax US | Take-Home Pay","$100,000 Salary After Tax in the US","https://aftertaxtool.com/100000-salary-after-tax-us.html"
"/salary-after-tax-by-income.html","state hub","216","9","2","0.0012527953055814685","UK Salary After Tax by Income | Full Salary Hub","UK Salary After Tax by Income","https://aftertaxtool.com/salary-after-tax-by-income.html"
"/bonus-tax-calculator-guide.html","calculator/decision/support","11","20","2","0.0012309934547836303","Bonus Tax Calculator Guide | Bonus Withholding and Take-Home Pay","Bonus Tax Calculator Guide","https://aftertaxtool.com/bonus-tax-calculator-guide.html"
"/contractor-vs-salaried-income.html","other","11","20","2","0.0012309934547836303","Contractor vs Salaried Income | Take-Home Pay Differences Explained","Contractor vs Salaried Income","https://aftertaxtool.com/contractor-vs-salaried-income.html"
"/overtime-tax-explained.html","authority/trust/guide","11","20","2","0.0012309934547836303","Overtime Tax Explained | Is Overtime Taxed More?","Overtime Tax Explained","https://aftertaxtool.com/overtime-tax-explained.html"
"/rsu-and-stock-compensation-tax.html","calculator/decision/support","11","20","2","0.0012309934547836303","RSU and Stock Compensation Tax | Equity Pay Explained","RSU and Stock Compensation Tax","https://aftertaxtool.com/rsu-and-stock-compensation-tax.html"
"/salary-after-tax-200000-plus-us.html","other","374","25","2","0.0012121150924364911","$200,000+ Salary After Tax US – High Income Take-Home Pay Examples","$200,000+ Salary After Tax US","https://aftertaxtool.com/salary-after-tax-200000-plus-us.html"
"/pay-rise-calculator.html","calculator/decision/support","15","25","1","0.0012039309868244526","Pay Rise Calculator | Estimate Extra Take-Home Pay","Pay Rise Calculator","https://aftertaxtool.com/pay-rise-calculator.html"
"/promotion-calculator.html","calculator/decision/support","15","25","1","0.0012039309868244526","Promotion Calculator | Compare New Salary After Tax","Promotion Calculator","https://aftertaxtool.com/promotion-calculator.html"
"/cost-of-living-job-offer-calculator.html","calculator/decision/support","14","22","2","0.0011793242111864629","Cost of Living Job Offer Calculator | Compare Offers by Location","Cost of Living Job Offer Calculator","https://aftertaxtool.com/cost-of-living-job-offer-calculator.html"
"/hourly-to-salary.html","calculator/decision/support","201","25","1","0.0011397638268280455","Hourly to Salary Calculator UK and US","Hourly Wage to Salary Calculator","https://aftertaxtool.com/hourly-to-salary.html"
"/40000-after-tax-monthly.html","monthly salary","15","18","1","0.0011154493295448427","&pound;40,000 After Tax Monthly UK | Net Pay","£40,000 After Tax Monthly UK","https://aftertaxtool.com/40000-after-tax-monthly.html"
"/150000-salary-after-tax-us.html","state annual salary","30","25","1","0.0010527489386929986","$150,000 Salary After Tax US | Take-Home Pay","$150,000 Salary After Tax (US)","https://aftertaxtool.com/150000-salary-after-tax-us.html"
"/uk-salary-examples.html","other","47","9","2","0.0009953296641423265","UK Salary Examples | Take-Home Pay Comparisons","UK Salary Examples","https://aftertaxtool.com/uk-salary-examples.html"
"/80000-salary-after-tax-us.html","state annual salary","43","18","1","0.00099156060360318","$80,000 Salary After Tax US | Take-Home Pay","$80,000 Salary After Tax in the US","https://aftertaxtool.com/80000-salary-after-tax-us.html"
"/how-much-more-salary-do-you-need-to-move-jobs.html","other","13","22","2","0.000978878483869929","How Much More Salary Do You Need to Move Jobs?","How Much More Salary Do You Need to Move Jobs?","https://aftertaxtool.com/how-much-more-salary-do-you-need-to-move-jobs.html"
"/job-offer-checklist-after-tax.html","calculator/decision/support","13","22","2","0.000978878483869929","Job Offer Checklist After Tax | Practical Salary Decision Guide","Job Offer Checklist After Tax","https://aftertaxtool.com/job-offer-checklist-after-tax.html"
"/remote-job-vs-higher-salary.html","other","13","22","2","0.000978878483869929","Remote Job vs Higher Salary | After-Tax Affordability Guide","Remote Job vs Higher Salary","https://aftertaxtool.com/remote-job-vs-higher-salary.html"
"/salary-vs-work-life-balance.html","other","13","22","2","0.000978878483869929","Salary vs Work-Life Balance | Financial Tradeoff Guide","Salary vs Work-Life Balance","https://aftertaxtool.com/salary-vs-work-life-balance.html"
"/when-a-bigger-salary-isnt-worth-it.html","other","13","22","2","0.000978878483869929","When a Bigger Salary Isn&#39;t Worth It | After-Tax Guide","When a Bigger Salary Isn't Worth It","https://aftertaxtool.com/when-a-bigger-salary-isnt-worth-it.html"
"/why-more-money-doesnt-always-mean-more-spending-power.html","other","13","22","2","0.000978878483869929","Why More Money Doesn&#39;t Always Mean More Spending Power","Why More Money Doesn't Always Mean More Spending Power","https://aftertaxtool.com/why-more-money-doesnt-always-mean-more-spending-power.html"
"/50000-salary-after-tax-us.html","state annual salary","35","19","1","0.0009520843641501726","$50,000 Salary After Tax US | Take-Home Pay","$50,000 Salary After Tax in the US","https://aftertaxtool.com/50000-salary-after-tax-us.html"
"/90000-salary-after-tax-us.html","state annual salary","48","21","1","0.0009236272939318153","$90,000 Salary After Tax US | Take-Home Pay","$90,000 Salary After Tax in the US","https://aftertaxtool.com/90000-salary-after-tax-us.html"
"/80000-salary-after-tax-uk.html","state annual salary","23","16","1","0.0009149632321501781","&pound;80,000 Salary After Tax UK | Take-Home Pay","&pound;80,000 After Tax UK","https://aftertaxtool.com/80000-salary-after-tax-uk.html"
"/salary-increase-after-tax.html","calculator/decision/support","37","29","2","0.0008851063907427563","Salary Increase After Tax | What a Raise Really Adds","Salary Increase After Tax","https://aftertaxtool.com/salary-increase-after-tax.html"
"/deposit-saving-calculator.html","calculator/decision/support","9","15","2","0.0008811548807803418","Deposit Saving Calculator | Time to Save for a House","Deposit Saving Calculator","https://aftertaxtool.com/deposit-saving-calculator.html"
"/mortgage-affordability-by-salary.html","calculator/decision/support","15","27","2","0.0008769720332810672","Mortgage Affordability by Salary | Take-Home Pay and Housing Costs","Mortgage Affordability by Salary","https://aftertaxtool.com/mortgage-affordability-by-salary.html"
"/take-home-pay-us.html","other","773","35","2","0.0008760699373372185","Take Home Pay US (2026) – Federal Tax, FICA & State Salary Guide","Take Home Pay US (2026)","https://aftertaxtool.com/take-home-pay-us.html"
"/why-your-payslip-is-different.html","other","10","11","1","0.0008642410011483515","Why Your Payslip Is Different from a Salary Calculator | UK Guide","Why Your Payslip Is Different","https://aftertaxtool.com/why-your-payslip-is-different.html"
"/70000-salary-after-tax-uk.html","state annual salary","23","14","1","0.0008590898541306065","&pound;70,000 Salary After Tax UK | Take-Home Pay","&pound;70,000 After Tax UK","https://aftertaxtool.com/70000-salary-after-tax-uk.html"
"/40000-salary-after-tax-us.html","state annual salary","25","17","1","0.0008585654762797425","$40,000 Salary After Tax US | Take-Home Pay","$40,000 Salary After Tax USA","https://aftertaxtool.com/40000-salary-after-tax-us.html"
"/70000-after-tax-monthly.html","monthly salary","17","19","1","0.0008580647637965622","&pound;70,000 After Tax Monthly UK | Net Pay","£70,000 After Tax Monthly UK","https://aftertaxtool.com/70000-after-tax-monthly.html"
"/60000-after-tax-weekly.html","weekly salary","13","12","1","0.000851781026439057","&pound;60,000 After Tax Weekly UK | Net Pay","&pound;60,000 After Tax Weekly UK","https://aftertaxtool.com/60000-after-tax-weekly.html"
"/60000-salary-after-tax-us.html","state annual salary","56","13","1","0.0008513844492163371","$60,000 Salary After Tax US | Take-Home Pay","$60,000 Salary After Tax in the US","https://aftertaxtool.com/60000-salary-after-tax-us.html"
"/relocating-for-higher-salary.html","other","12","24","2","0.0008449653116693387","Relocating for Higher Salary | Tax, Housing and Cost Tradeoffs","Relocating for a Higher Salary","https://aftertaxtool.com/relocating-for-higher-salary.html"
"/40000-after-tax-weekly.html","weekly salary","13","12","1","0.0008192421893002096","&pound;40,000 After Tax Weekly UK | Net Pay","&pound;40,000 After Tax Weekly UK","https://aftertaxtool.com/40000-after-tax-weekly.html"
"/uk-net-vs-gross-salary.html","other","1","11","2","0.0008095850567401052","Net vs Gross Salary UK | Take-Home Pay Guide","Net vs Gross Salary UK","https://aftertaxtool.com/uk-net-vs-gross-salary.html"
"/55000-after-tax-monthly.html","monthly salary","20","19","1","0.0007976251046411531","&pound;55,000 After Tax Monthly UK | Net Pay","£55,000 After Tax Monthly UK","https://aftertaxtool.com/55000-after-tax-monthly.html"
"/30000-after-tax-monthly.html","monthly salary","14","12","2","0.0007840011201559495","&pound;30,000 After Tax Monthly UK | Net Pay","&pound;30,000 After Tax Monthly UK","https://aftertaxtool.com/30000-after-tax-monthly.html"
"/45000-salary-after-tax-uk.html","state annual salary","36","15","2","0.0007839861557339464","&pound;45,000 Salary After Tax UK | Take-Home Pay","&pound;45,000 After Tax UK","https://aftertaxtool.com/45000-salary-after-tax-uk.html"
"/salary-after-tax-100000-200000-us.html","other","78","27","2","0.0007580879520009419","$100,000 to $200,000 Salary After Tax US – Compare Net Pay","$100,000 to $200,000 Salary After Tax US","https://aftertaxtool.com/salary-after-tax-100000-200000-us.html"
"/75000-salary-after-tax-uk.html","state annual salary","22","16","2","0.000751998730449416","&pound;75,000 Salary After Tax UK | Take-Home Pay","&pound;75,000 After Tax UK","https://aftertaxtool.com/75000-salary-after-tax-uk.html"
"/100000-after-tax-monthly.html","monthly salary","14","19","1","0.0007515781380897815","&pound;100,000 After Tax Monthly UK | Net Pay","£100,000 After Tax Monthly UK","https://aftertaxtool.com/100000-after-tax-monthly.html"
